item_id,item_name,brand,l1_category,l2_category,l3_category,pack_type,combo_size,storage_requirement_type,mrp
97893,Soulflower Ocean Blue Kiwi Bath Salt with Epsom Salt for relaxation, gym pain relief ,Soulflower,Bath Body and Hair,Shower Gel,Bath Salt,Bottle,1.0,Ambient,450.0
566015,Conscious Chemist Berry Bright Niacinamide Water Resistant Sunscreen With Spf 50 PA++++,Conscious Chemist,Bath Body and Hair,Face Cream,Sunscreen,Pack,1.0,Ambient,399.0
63831,Evereve Menstrual Massager Belt (Electric Heating Pad, 3 Heating Levels, 5 Hours Battery Life, Peach),Evereve,Hygiene and Wellness,Feminine Hygiene,Cramp Pain Relievers,Box,1.0,Ambient,2490.0
840578,Ruby's Organics The Everyday Eye Kit,Ruby's Organics,Beauty and Grooming,Eye Care,Kajal,Pack,1.0,Ambient,1450.0
41178,COSRX Advanced Snail 96 Mucin Power Essence,Cosrx,Beauty and Grooming,Face and Lip Care,Face Care,Pack,1.0,Ambient,1450.0
602933,Hair & Care Triple Blend Damage Repair Non-Sticky Hair Oil with Aloe Vera, Olive Oil & Green Tea, 300 ml + 100 ml,Hair & Care,Bath Body and Hair,Hair Oil and Serum,Functional Hair Oil,NULL,1.0,Ambient,55.0
348650,Tresemme Lamellar Gloss Shampoo, with Amino Gloss Complex, for Ultra Shiny, Glossy hair,Tresemme,Bath Body and Hair,Shampoo and Conditioner,Shampoo,NULL,1.0,Ambient,437.0
702770,JOY Revivify Hello Sun Ultra Matte Dry Touch SPF 50,JOY,Bath Body and Hair,Face Cream,Sunscreen,Bottle,1.0,Ambient,580.0
695207,Tirtir Milk Skin Toner Light,Tirtir,Beauty and Grooming,Face Wash and Scrub,Cleansers and Toners,NULL,NULL,Ambient,350.0
238200,Cinthol Lime Bath Soap,Cinthol,Bath Body and Hair,Soap,Freshness Soap,Box,1.0,Ambient,185.0
631531,Evian Brumisateur Facial Spray (Bottle),Evian,Bath Body and Hair,Face Cream,Face Care,Bottle,1.0,Ambient,2500.0
957841,Dove Fresh Beauty Bar for Hydrated Skin with Cucumber & Green Tea Leaves scent (pack of 6),Dove,Bath Body and Hair,Soap,Freshness Soap,Pack,1.0,Ambient,334.0
185491,Elle 18 Nail Pops, Nail Colour, Chip Resistent, Quick Drying, Glossy Finish, Shade 125,Elle 18,Makeup,Nail Paints and Accessories,Nail Polish,Pack,1.0,Ambient,55.0
801603,Deve Herbes Malkangani Oil (Celastrus paniculatus) Cold Pressed | Therapeutic,Deve Herbes,Beauty and Grooming,Face and Lip Care,Other Face Care Products,NULL,1.0,Ambient,465.0
511081,Zlade Eazyglide II Twin-Blade Shaving Razor for Men,Zlade,Beauty and Grooming,Hair Removal,Razor,NULL,NULL,Ambient,100.0
297023,GUBB Makeup Organiser Bag Pink,Gubb,Makeup,Makeup Brushes and Tools,Sponges and Beauty Blenders,Pack,1.0,Ambient,995.0
500021,BabyOrgano Nutriverse Chocovita Milk Mix, Chocolate flavour,BabyOrgano,Hygiene and Wellness,Vitamins and Digestives,Immunity Booster,Pack,1.0,Ambient,699.0
340935,Carlton London Women Escape Body Lotion,Carlton London,Bath Body and Hair,Body Lotion,Moisturising Lotion,Bottle,1.0,Ambient,890.0
1283,Durex Extra Thin Condom,Durex,Hygiene and Wellness,Sexual Wellness,Condoms,Pack,1.0,Ambient,295.0
855301,Laneige Lip Sleeping Mask Berry,Laneige,Bath Body and Hair,Body Lotion,Skin Creams and Lotions,NULL,NULL,Ambient,600.0
561793,numbuzin No.3 Porcelain Base-Skip Tone Up Beige | 3-In-1, Tinted Moisturizer, Evens Out Skin Tone, Tone Up Cream, Light To Medium Coverage, Natural Finish For Normal Skin,numbuzin,Beauty and Grooming,Face Cream,Moisturising Cream,Box,1.0,Ambient,1950.0
32097,Whisper Bindazzz Nights Xxl+ Sanitary Pads, Upto 0% Leaks All Night Long,Whisper,Hygiene and Wellness,Feminine Hygiene,Sanitary Pads,Pouch,1.0,Ambient,370.0
26545,Oral-B Kids Tom & Jerry Extra Soft Toothbrush, Age 2+, 2 Pack,Oral-B,Hygiene and Wellness,Oral Care,Kids Toothbrush,NULL,1.0,Ambient,120.0
348253,Aveeno Skin Relief Moisturising Lotion,Aveeno,Bath Body and Hair,Body Lotion,Moisturising Lotion,Dispenser,1.0,Ambient,4500.0
150059,Dabur Gulabari Rose Glow Body Lotion,Dabur,Bath Body and Hair,Body Lotion,Moisturising Lotion,NULL,NULL,Ambient,280.0
18041,Mamaearth Hair Nourish Combo,Mamaearth,Bath Body and Hair,Shampoo and Conditioner,Shampoo,NULL,1.0,Ambient,748.0
897642,Oscar Big Shot Red Deodorant Spray For Men,Oscar,Bath Body and Hair,Perfumes, Deos and Talc,Deos,NULL,NULL,Ambient,231.0
480719,Neude Peptide Face Cleansing Milk - Deep Pore Cleansing, Wipes off Dirt & Makeup - Milk Muse,Neude Skin,Beauty and Grooming,Face Makeup,Cleansers and Toners,Bottle,NULL,Ambient,399.0
715731,EM5 Set of 4 Alcohol Free Unisex Solid Perfume for Men & Women| Strong & Lasting Cologne,EM5,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Pack,1.0,Ambient,1999.0
231030,RENEE Disney Frozen Princess Lollipop 2-In-1 Lip Balm & Gloss,RENEE,Beauty and Grooming,Face and Lip Care,Lip Balm,Pack,NULL,Ambient,499.0
856280,TNW The Natural Wash Sun Protection Sunscreen SPF UVA UVB 50+ PA+++ SPF Spray,TNW The Natural Wash,Beauty and Grooming,Body Lotion,Skin Care,Pack,NULL,Ambient,599.0
602093,Re'equil Anti-Frizz & Smoothening Hair Conditioner with Babassu Oil 150,Re'equil,Bath Body and Hair,Shampoo and Conditioner,Conditioner,Box,1.0,Ambient,295.0
144188,Asaya Ceramides Moisturizer for Dark Spots & Hyperpigmentation | Barrier Repair Cream,Asaya,Bath Body and Hair,Face Cream,Moisturising Cream,Pack,1.0,Ambient,599.0
987837,ROOTS Wooden Dressing Combs Use For Men And Women - Wd27,ROOTS,Makeup,Makeup Brushes and Tools,Hair Combs,Pack,1.0,Ambient,190.0
977714,Tommy Hilfiger Impact Spark Eau de Toilette,Tommy Hilfiger,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Bottle,1.0,Ambient,6100.0
998820,Colorbar Ultimate Eye Liner - Ultimate Black,Colorbar,Makeup,Eye Makeup,Eyeliner,Pack,NULL,Ambient,750.0
610032,David Beckham Instinct Sport Deodorant Spray,David Beckham,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Bottle,1.0,Ambient,590.0
974110,Shryoan Velvety Matte Non-Transfer Lipstick| Long Lasting | Waterproof | Shade 22,SHRYOAN,Makeup,Lip Makeup,Lipsticks,NULL,NULL,Ambient,329.0
28773,Cinthol Original Deodorant & Complexion Bath Soap,Cinthol,Bath Body and Hair,Soap,Antiseptic Soap,Pack,1.0,Ambient,405.0
132420,Just Herbs Ayurvedic Creamy Matte Liquid Lipstick - Beetroot Burgundy,Just Herbs,Makeup,Lip Makeup,Lipsticks,Tube,1.0,Ambient,595.0
55903,The Body Shop Banana Truly Nourishing Conditioner,The Body Shop,Bath Body and Hair,Shampoo and Conditioner,Conditioner,Bottle,1.0,Ambient,995.0
16938,Lakme Red & Maroon 404 True Wear Nail Color (Glassy, 9 ml),Lakme,Makeup,Nail Paints and Accessories,Nail Polish,Bottle,1.0,Ambient,120.0
373244,Just Herbs Bridal Makeup Kit Perfect Gifting Combo Set for Women Bridal Party 12 Items in the set,Just Herbs,Makeup,Gift Set,Makeup Kit,Box,1.0,Ambient,1100.0
17023,Nyle Dryness Hydration Herbal Shampoo,Nyle,Bath Body and Hair,Shampoo and Conditioner,Shampoo,Bottle,1.0,Ambient,315.0
544104,SUROSKIE Glow Up Juice SPF 135 PA++++ | Rose & Rice Toner for Glass Skin | Brightens, Protects & Smoothen,SUROSKIE,Beauty and Grooming,Face Makeup,Cleansers and Toners,NULL,NULL,Ambient,1299.0
19657,Park Avenue Premium Mens Soap Oil And Original Good Morning Perfume Deodorant Combo,Park Avenue,Bath Body and Hair,Soap,Men Soap,NULL,1.0,Ambient,470.0
643495,KLOY Round Hair Scalp Massager Shampoo Brush, Super Soft Bristles, Anti-Dandruff-Pink,KLOY,Makeup,Hair Brushes and Styling Tools,Hair Brushes,Box,1.0,Ambient,199.0
205263,Mamaearth Shampoo for Hair Fall Control & Hair Growth with Onion & Plant Keratin,Mamaearth,Bath Body and Hair,Shampoo and Conditioner,Shampoo,Bottle,1.0,Ambient,862.0
714806,Polish Me Pretty Multicolour Luxe Press On Nails (70g, Almond Short, Pookie),Polish Me Pretty,Makeup,Nail Paints and Accessories,Stick-on Nails,Pack,NULL,Ambient,899.0
752672,Coloressence Liquid Sindoor (SDR Red),Coloressence,Makeup,Face Makeup,Sindoor,NULL,NULL,Ambient,115.0
72734,Pantene Hair Science Lively Clean Shampoo With Vitamin C,Purified Hair,Pantene,Bath Body and Hair,Shampoo and Conditioner,Shampoo,Bottle,1.0,Ambient,899.0
635667,Neha Gold Mehandi Cone,NEHA,Makeup,Makeup Brushes and Tools,Mehandi,NULL,NULL,Ambient,60.0
740124,Guess Seductive Body Mist,Guess,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Dispenser,1.0,Ambient,2100.0
93071,Wild Stone Code Chrome Long Lasting No Gas Body Perfume For Men,Wild Stone,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Pack,1.0,Ambient,350.0
355207,Pee Safe Domina Discover Body Massager || Waterproof,Pee Safe,Hygiene and Wellness,Sexual Wellness,Sexual Enhancers,Pack,NULL,Ambient,2811.0
256895,Pilgrim Spanish Rosemary & Biotin Hair Growth Oil to Controls for Strengthens Hair,Pilgrim,Bath Body and Hair,Hair Oil and Serum,Hair Oil,Pack,1.0,Ambient,345.0
443942,Just Herbs Saffron + Malai Hydrating Bathing Bar,Just Herbs,Bath Body and Hair,Soap,Brightening Soap,NULL,NULL,Ambient,360.0
33948,Minimalist Retinoid 2% Anti Aging Night Cream Helps In Reducing Fine Lines & Wrinkles,Minimalist,Bath Body and Hair,Face Cream,Functional Cream,Bottle,1.0,Ambient,699.0
32649,Pond's Age Miracle Wrinkle Corrector Spf 15 Pa++ Day Cream,Pond's,Bath Body and Hair,Face Cream,Functional Cream,Box,1.0,Ambient,599.0
649790,Gush Beauty Multicolour Nailed It Luxury Press On Nails Application Kit (Pack of 1, Short Round),Gush Beauty,Makeup,Nail Paints and Accessories,Stick-on Nails,Pack,NULL,Ambient,799.0
308818,MAC Mini Strobe Cream - Pinklite,MAC,Makeup,Face Makeup,Highlighter,NULL,NULL,Ambient,1500.0
498795,The Skin Story Nourishing Moisturizing Winter Face Cream | 24-Hour Hydration, Nourishing | Non-Oily with Moringa Oil & Amino Acids,The Skin Story,Bath Body and Hair,Face Cream,Moisturising Cream,Jar,NULL,Ambient,599.0
833972,DENVER Gentlemen Collection EDP (20 ml x 3) Perfume - 60 ml (For Men),DENVER,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Box,1.0,Ambient,799.0
850777,Wow Skin Science Himalayan Rose Foaming Face Wash with Built-in Face Brush,Wow Skin Science,Beauty and Grooming,Face and Lip Care,Face Care,Box,1.0,Ambient,449.0
328186,Vedi Herbals Lavender Liquid Castile Soap| Refreshing & Nourishing |100% Vegan & Natural | Hemp Based | SLS & Paraben Free | Suitable for All Skin Types,Vedi Herbals,Bath Body and Hair,Shower Gel,Body Wash,Pack,1.0,Ambient,649.0
683889,The Body Shop Body Butter, Olive Cream,The Body Shop,Beauty and Grooming,Face and Lip Care,Face Care,Jar,NULL,Ambient,1195.0
795647,Fixderma Foobetik Cream, For Dry & Cracked Feet, Moisturizes & Soothes Feet,Fixderma,Bath Body and Hair,Body Lotion,Moisturising Lotion,Pack,1.0,Ambient,325.0
929530,ARKS Night - Eau de Parfum,ARKS,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,NULL,NULL,Ambient,1499.0
188696,Soulflower Must Have Soap Charcoal, Lavender, Sandalwood, Tomato, Handcrafted Nourishing,Soulflower,Bath Body and Hair,Soap,Herbal Soap,Box,1.0,Ambient,1200.0
63942,Parachute Advansed Rosemary-enriched Coconut Hair Oil,Parachute Advansed,Bath Body and Hair,Hair Oil and Serum,Coconut Hair Oil,Bottle,1.0,Ambient,378.0
1860,Moov Instant Pain Relief Spray,Moov,Hygiene and Wellness,Wound care and Pain Relief,Topical Pain Relief,Bottle,1.0,Ambient,339.0
267065,Body Cupid Luxury Perfumes Gift Set for Her | Swoon, Forever, Wanderlust & Magical,Body Cupid,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Bottle,1.0,Ambient,799.0
48991,Biotique Vitamin C Correcting And Brightning Moisture Treatment,Biotique,Bath Body and Hair,Face Cream,Brightening Cream,Pack,1.0,Ambient,250.0
400006,Maybelline New York Liquid Foundation, Matte Finish, Fit Me Matte + Poreless, 118 Light Beige,Maybelline,Makeup,Face Makeup,Foundation,Bottle,1.0,Ambient,649.0
765948,Tresemme Keratin Smooth Shampoo & TRESemme Keratin Smooth Conditioner,Tresemme,Bath Body and Hair,Shampoo and Conditioner,Shampoo,Pack,1.0,Ambient,689.0
10464,Pond's Triple Vitamin Moisturising Body Lotion,Pond's,Bath Body and Hair,Body Lotion,Moisturising Lotion,Dispenser,1.0,Ambient,549.0
516270,Cos-IQ Niacinamide Vitamin B3-20% Face Serum,Cos-IQ,Beauty and Grooming,Face and Lip Care,Face Care,Bottle,1.0,Ambient,699.0
137736,Enchanteur Bath & Body Gift Set,Enchanteur,Bath Body and Hair,Gift Packs,Personal Care Gift,NULL,NULL,Ambient,1400.0
856383,Kimirica Madagascar Vanilla Shower Gel Bottle,Kimirica,Bath Body and Hair,Shower Gel,Moisturising Shower Gel,Bottle,1.0,Ambient,575.0
313684,La French Luxure Oud Perfume Men & Women,La French,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Bottle,1.0,Ambient,799.0
18464,Park Avenue Euphoria Eau De Parfum Premium Perfume for Men,Park Avenue,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,NULL,1.0,Ambient,799.0
523248,Miss Nails Matte Coffee Shot,Miss Nails,Beauty and Grooming,Nail Makeup,Nail Paints,NULL,1.0,Ambient,250.0
698205,Jaguar Classic Blue Eau de Toilette,Jaguar,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Bottle,1.0,Ambient,4100.0
72473,Streax Hair Colour Highlighting Kit, Aqua Blue | For Women I Rich, Vibrant, DIY Application,Streax,Beauty and Grooming,Hair Colour,Hair Colour,Pack,1.0,Ambient,390.0
202674,BRYAN & CANDY Lavender Heart Kit Combo | Gift Set For Women and Men|,BRYAN & CANDY,Bath Body and Hair,Gift Packs,Personal Care Gift,Pack,1.0,Ambient,900.0
451452,Kajah Oil Instant Pain Relieving Oil,Kajah,Hygiene and Wellness,Wound Care and Pain Relief,Topical Pain Relief,NULL,NULL,Ambient,50.0
585416,WishCare Niacinamide Oil Balance Sunscreen SPF 50 PA++++-In-Vivo Tested-Light & Matte -For Oily Skin,WishCare,Bath Body and Hair,Face Cream,Sunscreen,Pack,1.0,Ambient,998.0
945164,Green Milk Concepts Ayurvedic Fast Relief Pain Balm for Headache, Sinus & Muscle Pain Set of 2,Green Milk Concepts,Hygiene and Wellness,Wound Care and Pain Relief,Topical Pain Relief,NULL,NULL,Ambient,94.0
857607,Puretive Migraine Ease Roll-on,Puretive,Hygiene and Wellness,Wound Care and Pain Relief,Topical Pain Relief,NULL,NULL,Ambient,499.0
16895,Engage W2 Perfume Spray For Women,Engage,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,NULL,1.0,Ambient,230.0
780482,Zandu Fast Relief Ointment for Backpain, Neck & Shoulder Pain,Zandu,Hygiene and Wellness,Wound Care and Pain Relief,Topical Pain Relief,NULL,NULL,Ambient,66.0
429621,WishCare Hair Growth Serum Concentrate-In-Vivo Tested-Redensyl,Anagain,Caffeine,Biotin,Keratin & Rice Water,WishCare,Bath Body and Hair,Hair Oil and Serum,Hair Serum,Pack,1.0,Ambient,1998.0
100106,Botanical Luxuriate Tea Tree 100% Natural Anti Lice and Nits Shampoo,Botanical Luxuriate,Bath Body and Hair,Shampoo and Conditioner,Shampoo,NULL,NULL,Ambient,676.0
996758,Miss Nails Matte Brown Affaire,Miss Nails,Beauty and Grooming,Nail Makeup,Nail Paints,NULL,1.0,Ambient,250.0
761135,Essence Lash Princess false lash effect mascara,Essence,Makeup,Eye Makeup,Mascara,NULL,NULL,Ambient,400.0
69439,Streax Hair Colour Highlighting Kit, Scarlet Red | For Women I Rich, Vibrant, DIY Application,Streax,Beauty and Grooming,Hair Colour,Creme Hair Colour,Pack,1.0,Ambient,390.0
105255,RENEE Kajal Pen with Sharpener - Hard Black Pack Of 2,RENEE,Makeup,Eye Makeup,Kajal,Pack,NULL,Ambient,299.0
579515,Makeup Revolution Relove Dip Eyeliner White 5 ml,Makeup Revolution,Beauty and Grooming,Eye Makeup,Eyeliner,NULL,1.0,Ambient,299.0
677660,Essence What a tint! lip & cheek tint 01- Pink,Essence,Makeup,Lip Makeup,Lip Tint,NULL,NULL,Ambient,325.0
566148,Secret Alchemist Bergamot Nostalgia Fresh Floral  | Long Lasting | For Him & Her,Secret Alchemist,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,NULL,NULL,Ambient,1299.0
349226,Zandu Fast Relief Spray Body Massager,Quick Solution To Sports & Gym Injuries,Zandu,Hygiene and Wellness,Wound Care and Pain Relief,Topical Pain Relief,NULL,NULL,Ambient,61.0
211494,NIKE Extreme Man Eau De Toilette Spray,Nike,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Box,1.0,Ambient,799.0
743428,Dot & Key Vitamin C + E 100% Mineral Sunscreen SPF 50+ PA++++,Dot & Key,Bath Body and Hair,Face Cream,Sunscreen,NULL,NULL,Ambient,649.0
899415,Secret Alchemist  Perfumes Gift Set of 3 | Rose Oud & Madurai Jasmine & Bergamot | Long Lasting | For Him & Her,Secret Alchemist,Bath Body and Hair,Gift Packs,Personal Care Gift,NULL,NULL,Ambient,1299.0
714640,Engage L'amante Luxury Perfume Gift Set for Men & Women, Ideal for Gifting,Engage,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,NULL,NULL,Ambient,487.0
834776,Bombay Shaving Company Intimate Hair Removal Cream (50g),Bombay Shaving Company,Beauty and Grooming,Hair Removal,Hair Removal Cream,NULL,NULL,Ambient,298.0
55341,WishCare Hair Growth Serum Concentrate-In-Vivo Tested-Redensyl,Anagain,Caffeine,Biotin,Keratin & Rice Water,WishCare,Bath Body and Hair,Hair Oil and Serum,Hair Serum,Bottle,1.0,Ambient,885.0
151365,Bombay Shaving Company Charcoal Hair Removal Spray (200g),Bombay Shaving Company,Beauty and Grooming,Mens Grooming,Hair Removal Cream,NULL,NULL,Ambient,998.0
166151,Bella Vita Unisex Magical Scents Gift Set for Men and Women,BellaVita,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,NULL,NULL,Ambient,849.0
917865,He 3-in-1 gift set for Men.Complete Face & Body kit | Best Gift For Men,He,Bath Body and Hair,Gift Packs,Personal Care Gift,Box,1.0,Ambient,689.0
432398,Essence I LOVE EXTREME crazy volume mascara,Essence,Makeup,Eye Makeup,Mascara,NULL,NULL,Ambient,400.0
56039,Streax Hair Colour Highlighting Kit, Jersey Blue | For Women I Rich, Vibrant, DIY Application,Streax,Beauty and Grooming,Hair Colour,Creme Hair Colour,Pack,1.0,Ambient,390.0
267847,Tuco Kids Glam Makeup Box,Tuco Kids,Beauty and Grooming,Gift Packs,Gift Packs,NULL,NULL,Ambient,899.0
464234,Coloressence Talk to Glitter Nail Paint Kit,Coloressence,Beauty and Grooming,Nail Makeup,Nail Paints,NULL,NULL,Ambient,350.0
802364,Durex Air Ultra Thin Condom,Durex,Hygiene and Wellness,Sexual Wellness,Condoms,NULL,NULL,Ambient,144.0
515015,UpUrFit Cryo Cooling Gel - Post Workout Gel for Muscle Recovery,UpUrFit,Hygiene and Wellness,Wound Care and Pain Relief,Topical Pain Relief,Pack,1.0,Ambient,599.0
968504,L'Oreal Paris Valentine's Day Gift Box 2,L'Oreal Paris,Beauty and Grooming,Gift Packs,Skincare,NULL,NULL,Ambient,1697.0
679785,Essence 8h matte liquid lipstick 02,Essence,Makeup,Lip Makeup,Lipsticks,NULL,NULL,Ambient,475.0
51957,Engage Gift Luxury Perfume Gift Set For Men, Travel Sized, Long Lasting Fragrance by ITC,Engage,Beauty and Grooming,Gift Packs,Perfumes,Bottle,1.0,Ambient,999.0
88384,Streax Hair Colour Highlighting Kit, Crimson Red | For Women I Rich, Vibrant, DIY Application,Streax,Beauty and Grooming,Hair Colour,Creme Hair Colour,Pack,1.0,Ambient,390.0
333519,Adidas Dynamic Pulse Eau de Toilette,Adidas,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Bottle,1.0,Ambient,1499.0
187656,Sirona pregnancy kit,Sirona,Hygiene and Wellness,Basic Pharma,Pregnancy Test Kit,NULL,NULL,Ambient,99.0
281231,L.A.Girl Luxe Shine Nail Fave Artificial Nail Tips-Into You -28 Pc Kit,L.A. Girl,Beauty and Grooming,Nail Makeup,Press on nails,NULL,1.0,Ambient,625.0
845146,The Man Company Specially Curated Perfume Gift Set For Men - A Gentleman's Moods,The Man Company,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Pack,1.0,Ambient,996.0
749327,Essence What a Tint! lip & cheek tint 02- Red,Essence,Makeup,Lip Makeup,Lip Tint,NULL,NULL,Ambient,325.0
502458,WishCare Niacinamide Oil Balance Sunscreen SPF 50 PA++++ -In-Vivo Tested-Light & Matte-For Oily Skin,WishCare,Bath Body and Hair,Face Cream,Sunscreen,Bottle,1.0,Ambient,499.0
285196,La French City Of Dreams Paris-Tokyo-New York & Rio Luxury Perfume Gift Set For Men,La French,Bath Body and Hair,Gift Packs,Personal Care Gift,NULL,NULL,Ambient,849.0
34532,Bella Vita Luxury CEO Man Eau De Parfum Office Wear for Men with Long Lasting Fragrance,Bella Vita Luxury,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Bottle,1.0,Ambient,899.0
911642,UpUrFit XXXL Body & Face Wipes | India's Largest Wipe,UpUrFit,Beauty and Grooming,Face and Lip Care,Face Care,NULL,1.0,Ambient,199.0
512476,Secret Alchemist Madurai Jasmine Floral Perfume | Long Lasting | For Him & Her,Secret Alchemist,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,NULL,NULL,Ambient,1299.0
630804,Tommy Hilfiger Impact Gift Set (Eau de Toilette 50ml + Body Wash,Tommy Hilfiger,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Bottle,1.0,Ambient,6800.0
727013,Furr By Pee Safe Charcoal Nose Strips,Pee Safe,Beauty and Grooming,Face and Lip Care,Face Care,NULL,NULL,Ambient,249.0
256455,Love Earthlipstick-Bottomless Mimosas,Love Earth,Beauty and Grooming,Face and Lip Care,Lipstick,NULL,1.0,Ambient,897.0
876741,Cathy Doll Cc Lip Serum Grape,Cathy Doll,Beauty and Grooming,Face and Lip Care,Lip Balm,Packet,1.0,Ambient,750.0
784492,UpUrFit XXL Shampoo Wipes | India's first Shampoo in a Wipe,UpUrFit,Beauty and Grooming,Face and Lip Care,Face Care,NULL,1.0,Ambient,199.0
93706,Carlton London Men Enigma Gift Set,Carlton London,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Bottle,1.0,Ambient,2990.0
283540,Foxtale True Clarity Oil and Acne Control Face Wash,Foxtale,Bath Body and Hair,Face Wash and Scrub,Face Wash,NULL,NULL,Ambient,249.0
779299,Zandu Fast Relief Gel,for back and muscle pain,Zandu,Hygiene and Wellness,Wound Care and Pain Relief,Topical Pain Relief,NULL,NULL,Ambient,66.0
889784,ACE Blend Women’s Methylated Multivitamin Capsules,Ace Blend,Hygiene and Wellness,Vitamins and Digestives,Multivitamin Supplements,NULL,NULL,Ambient,1199.0
127505,La French Luxure Oudh Perfume & Deodorant Unisex Long-Lasting Luxury Perfume Gift Set,La French,Bath Body and Hair,Gift Packs,Personal Care Gift,NULL,NULL,Ambient,899.0
227283,Miss Nails Matte Red Alert,Miss Nails,Beauty and Grooming,Nail Makeup,Nail Paints,NULL,1.0,Ambient,250.0
767410,The Man Company Perfume for Men - Black,The Man Company,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,NULL,1.0,Ambient,2499.0
490895,Giordano Midnight Oud Eau De Parfum,Giordano,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Box,1.0,Ambient,2990.0
452355,Bare Anatomy Advanced Anti Dandruff Serum | Lightweight Dandruff Treatment,Bare Anatomy,Bath Body and Hair,Hair Oil and Serum,Hair Serum,NULL,NULL,Ambient,549.0
50688,Streax Hair Colour Highlighting Kit, Plum Purple | For Women I Rich, Vibrant, DIY Application,Streax,Beauty and Grooming,Hair Colour,Creme Hair Colour,Pack,1.0,Ambient,390.0
34525,Bella Vita Luxury Unisex Luxury Perfume Gift Set 4,Bella Vita Luxury,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,Box,1.0,Ambient,849.0
112735,Tulips Refreshing Tropical Paradise 30 Face Wipes,Tulips,Beauty and Grooming,Face and Lip Care,Face Care,NULL,NULL,Ambient,110.0
49959,The Derma Co. Oil-Free Daily Face Moisturizer With Hyaluronic Acid, Ceramides & Multivitamins for Non-Greasy & Hydrated Skin - Prolonged Moisturization | Strengthens Skin Barrier,The Derma Co,Beauty and Grooming,Face Cream,Moisturising Cream,Pack,1.0,Ambient,349.0
670988,Plum Unisex Head To Toe Travel Kit,Plum,Bath Body and Hair,Gift Packs,Personal Care Gift,Bottle,NULL,Ambient,199.0
754745,Bombay Shaving Company Skin Coffee Facewash,Bombay Shaving Company,Bath Body and Hair,Face Wash and Scrub,Face Wash,Pack,1.0,Ambient,119.0
709992,He 4-in-1 gift set for Men.Complete Face, Body & hair kit | Best Gift For Men,He,Bath Body and Hair,Gift Packs,Personal Care Gift,Box,1.0,Ambient,1372.0
621811,Old Spice Bearglove Anti Perspirant & Deodorant,Old Spice,Bath Body and Hair,Perfumes, Deos and Talc,Deos,NULL,NULL,Ambient,1200.0
216415,Perfora Toothbrush for Sensitive Teeth - Ultra Soft Bristles (Lavender Love & OG Black) (Pack of 2),Perfora,Hygiene and Wellness,Oral Care,Toothbrush,Pack,1.0,Ambient,193.0
459427,Axe Premium Luxury Perfume Gift Set  EDP,Axe,Bath Body and Hair,Perfumes, Deos and Talc,Perfumes,NULL,NULL,Ambient,999.0
56745,Streax Hair Colour Highlighting Kit, Plush Pink | For Women I Rich, Vibrant, DIY Application,Streax,Beauty and Grooming,Hair Colour,Creme Hair Colour,Pack,1.0,Ambient,390.0
534152,Mistine Top Country Body Splash,Mistine Top,Bath Body and Hair,Perfumes, Deos and Talc,Body Spray,Bottle,1.0,Ambient,650.0
918192,XO Curls Gentle Hydrating Shampoo with Argan Oil & Flax Seed- 200ml And XO Curls Hydrating Conditioner with Argan Oil & Aloe Vera- 250ml,XO Curls,Bath Body and Hair,Shampoo and Conditioner,Shampoo,NULL,NULL,Ambient,1398.0
93058,Bombay Shaving Company Desire Deodorant Spray,Bombay Shaving Company,Bath Body and Hair,Perfumes, Deos and Talc,Deos,Bottle,1.0,Ambient,355.0
759138,Skinn by Titan Tales Rio + Raw,Skinn by Titan,Beauty and Grooming,Gift Packs,Perfumes,NULL,NULL,Ambient,1790.0
740612,Pilgrim Advanced Damage Repair Shampoo | Korean Rice Water & Collagen,Pilgrim,Bath Body and Hair,Shampoo and Conditioner,Shampoo,NULL,NULL,Ambient,485.0
