ITEM_ID,ITEM_NAME,BRAND,L1_CATEGORY,L2_CATEGORY,L3_CATEGORY,COMPANY,SUPPLY_TYPE,SEGMENT,TAX_RATE
154927,Mcaffeine 10% Magnesium Body Lotion- Reduces Stress | Vanilla,Mcaffeine,Bath Body And Hair,Body Lotion,Moisturising Lotion,Pep Technologies Pvt. Ltd.,WH - Ambient,KnS,18
551061,Bare Necessities Round The Clock Solid Deodorant | Refreshing Earthy Fragrance (15g),Bare Necessities,Bath Body And Hair,"Perfumes, Deos And Talc",Deos,Bare Necessities Zero Waste Solutions Pvt Ltd,WH - Ambient,KnS,18
567305,Bare Necessities Natural Rose & French Clay Handmade Soap | Cold Processed | Detoxified Skin 75g,Bare Necessities,Bath Body And Hair,Soap,Herbal Soap,Bare Necessities Zero Waste Solutions Pvt Ltd,WH - Ambient,KnS,18
223749,Bare Necessities Soak It Up Nourishing Body Lotion Moisturiser For All Skin Types| With Apricot & Jojoba Oil For Hydration | Paraben & Sulphate-Free (250g),Bare Necessities,Bath Body And Hair,Body Lotion,Moisturising Lotion,Bare Necessities Zero Waste Solutions Pvt Ltd,WH - Ambient,KnS,18
159629,Healthaid Arnica Cream,Healthaid,Beauty And Grooming,Face Cream,Skin Creams And Lotions,Food Square,WH - Ambient,KnS,18
410387,Bombay Shaving Company Shave Fitkari Bar (100g) And Sensi Smart 3 Razor (1 Piece),Bombay Shaving Company,Beauty And Grooming,Shaving Needs,Shaving Kit,Visage Lines Personal Care Pvt. Ltd.,WH - Ambient,KnS,5
733643,Bombae Post Shave Balm 100 G And  (Ice Jelly) Disposable Razor 1 Pcs,Bombae,Beauty And Grooming,Shaving Needs,After Shave Lotion,Visage Lines Personal Care Pvt. Ltd.,WH - Ambient,KnS,5
390742,Cetaphil Self‑care Sparkle Beauty Gift Box,Cetaphil,Beauty And Grooming,Gift Packs,Skincare,Galderma India Pvt Ltd,WH - Ambient,KnS,5
628851,"Unfold Extended Time Dotted Condom, 3 Pieces",Unfold,Hygiene And Wellness,Sexual Wellness,Condoms,Cipla Health Limited,WH - Ambient,KnS,0
826507,"Unfold Chocolate Dotted Condom, 3 Pieces",Unfold,Hygiene And Wellness,Sexual Wellness,Condoms,Cipla Health Limited,WH - Ambient,KnS,0
635530,"Unfold Very Thin Condom, 3 Pieces",Unfold,Hygiene And Wellness,Sexual Wellness,Condoms,Cipla Health Limited,WH - Ambient,KnS,0
804529,"Unfold Strawberry Dotted Condom, 3 Pieces",Unfold,Hygiene And Wellness,Sexual Wellness,Condoms,Cipla Health Limited,WH - Ambient,KnS,0
506817,Faces Canada Magneteyes Color Kajal - Brown Comfort,Faces Canada,Makeup,Eye Makeup,Kajal,Faces Cosmetics India Pvt. Ltd,WH - Ambient,KnS,18
441906,Jaquline Usa Lumi Glo Illuminating  Strobe Cream - Pink Glo,Jaquline Usa,Makeup,Face Makeup,Highlighter,H&B Stores Limited,WH - Ambient,KnS,5
766049,Nat Habit Cold Processed Lavender Moisturising Soap (Set Of 3),Nat Habit,Bath Body And Hair,Soap,Brightening Soap,Naturohabit Pvt. Ltd,WH - Ambient,KnS,5
493856,Jaquline Usa Watermelon Lip Mask,Jaquline Usa,Beauty And Grooming,Face And Lip Care,Lip Balm,H&B Stores Limited,WH - Ambient,KnS,18
673290,Jaquline Usa Ph Magic Phusion Lip & Cheek Oil -Coral Cosmic,Jaquline Usa,Beauty And Grooming,Face And Lip Care,Lip Balm,H&B Stores Limited,WH - Ambient,KnS,18
571975,Jaquline Usa Ph Magic Phusion Lip & Cheek Oil -Rose Razzle,Jaquline Usa,Beauty And Grooming,Face And Lip Care,Lip Balm,H&B Stores Limited,WH - Ambient,KnS,18
468134,L'oréal Paris Casting Crème Gloss With Glycolic Gloss Complex 812 Almond Blonde,L'oreal Paris,Beauty And Grooming,Hair Colour,Creme Hair Colour,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
573702,L'oréal Paris Casting Crème Gloss With Glycolic Gloss Complex 731 Biege Blonde,L'oreal Paris,Beauty And Grooming,Hair Colour,Creme Hair Colour,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
912454,L'oréal Paris Casting Crème Gloss With Glycolic Gloss Complex 580 Hazelnut Brown,L'oreal Paris,Beauty And Grooming,Hair Colour,Creme Hair Colour,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
953881,Jaquline Usa Barrier Repair Gentle Face Cleanser,Jaquline Usa,Beauty And Grooming,Face Makeup,Cleansers And Toners,H&B Stores Limited,WH - Ambient,KnS,5
663094,Nua Comfort Maternity Pads Heavy Flow Protection 400mm Xxxl 5 Pieces,Nua,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Lagom Labs Private Limited,WH - Ambient,KnS,5
706780,Nua 360° Comfort Disposable Period Panties L-Xl 5 Pieces,Nua,Hygiene And Wellness,Feminine Hygiene,Panties And Liners,Lagom Labs Private Limited,WH - Ambient,KnS,5
590025,"Whisper Ultra Skin Love Soft Xl Sanitary Pads, Cottony Soft 15 Pieces",Whisper,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Procter & Gamble,WH - Ambient,KnS,5
442447,"Whisper Super Absorbent Period Panty, M-L Panties",Whisper,Hygiene And Wellness,Feminine Hygiene,Panties And Liners,Procter & Gamble,WH - Ambient,KnS,5
123168,"Whisper Super Absorbent Period Panty, L-Xl Panties",Whisper,Hygiene And Wellness,Feminine Hygiene,Panties And Liners,Procter & Gamble,WH - Ambient,KnS,5
448808,"Whisper Ultra Hygiene+Comfort Xl+ Sanitary Pads, For Heavy Flow 15 Pieces",Whisper,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Procter & Gamble,WH - Ambient,KnS,5
800264,"Whisper Super Absorbent Period Panty, M-L Panties",Whisper,Hygiene And Wellness,Feminine Hygiene,Panties And Liners,Procter & Gamble,WH - Ambient,KnS,5
124937,"Whisper Bindazzz Nights Xxl Sanitary Pads, Upto 0% Leaks All Night Long 15 Pieces",Whisper,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Procter & Gamble,WH - Ambient,KnS,5
153212,Bold Care Vibrating Pleasure Ring For Men – Personal Massager,Bold Care,Hygiene And Wellness,Sexual Wellness,Sexual Wellness Kit,Oddity Healthcare Private Limited,WH - Ambient,KnS,5
428135,"Whisper Super Absorbent Period Panty, M-L Panties",Whisper,Hygiene And Wellness,Feminine Hygiene,Panties And Liners,Procter & Gamble,WH - Ambient,KnS,5
436383,"Whisper Bindazzz Nights Xxxl Sanitary Pads, Upto 0% Leaks All Night Long",Whisper,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Procter & Gamble,WH - Ambient,KnS,5
101007,"Whisper Super Absorbent Period Panty, L-Xl Panties",Whisper,Hygiene And Wellness,Feminine Hygiene,Panties And Liners,Procter & Gamble,WH - Ambient,KnS,5
299855,Aqualogica Refresh+ Perfume Body Mist - Mid Night Bloom,Aqualogica,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Honasa Consumer Pvt Ltd,WH - Ambient,KnS,18
860291,Aqualogica Refresh+ Perfume Body Mist - Cherry Blossom Bloom,Aqualogica,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Honasa Consumer Pvt Ltd,WH - Ambient,KnS,5
429105,Aqualogica Refresh+ Perfume Body Mist - Dewy Floral Kiss,Aqualogica,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Honasa Consumer Pvt Ltd,WH - Ambient,KnS,18
553289,Shryoan Pretty Me Bold Lipliner & Eye Liner Pencil | Waterproof | Long-Lasting | Bold Matte,Shryoan,Makeup,Gift Set,Lip And Eye Set,Nash And Hames Private Limited,WH - Ambient,KnS,5
301781,Plush Sanitary Pads 100% Cotton Rash-Free - 10 Xxxl,Plush,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Urban Essentials India Pvt Ltd,WH - Ambient,KnS,0
521770,Celimax Vita-A Retinal Shot Booster Anti-Aging & Skin Tightening Serum,Celimax,Beauty And Grooming,Face And Lip Care,Face Care,Snackstar Non Food,WH - Ambient,KnS,18
275169,Bio Code Alpha Arbutin & Licorice Extract Brightening Moisturizer - Hyperpigmentation & Even Skin Tone,Bio Code,Beauty And Grooming,Beauty Accessories,Moisturising Cream,Bioveda Farmacy Pvt Ltd,WH - Ambient,KnS,18
990334,Biodance Bio Collagen-Real Deep Mask,Biodance,Beauty And Grooming,Face And Lip Care,Face Care,Snackstar Non Food,WH - Ambient,KnS,18
381919,Forest Essentials Roopa Gift Box - Fragrant Shower Ritual,Forest Essentials,Beauty And Grooming,Gift Packs,Skincare,Mountain Valley Springs Private Limited,WH - Ambient,KnS,18
618130,Bio Code Exosome & Pdrn Renewal Moisturizer – Advanced Regenerative Anti-Aging | Ai-Enhanced Formula,Bio Code,Beauty And Grooming,Beauty Accessories,Moisturising Cream,Bioveda Farmacy Pvt Ltd,WH - Ambient,KnS,18
330394,Himalaya Koflet Lozenges - 10 Pieces,Himalaya,Hygiene And Wellness,Basic Pharma,Cough And Cold Medicine,Himalaya Wellness Company,WH - Ambient,KnS,5
679581,Plush Period Panties High Waist | L-Xl | 0% Leak | Disposable | 10 Pcs,Plush,Hygiene And Wellness,Feminine Hygiene,Period Panties,Urban Essentials India Pvt Ltd,WH - Ambient,KnS,0
853422,Plush Ultra Thin Sanitary Pads 100% Cotton Rash-Free | 20xxl + 2 Free Liners,Plush,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Urban Essentials India Pvt Ltd,WH - Ambient,KnS,0
948193,Plush Ultra Thin Sanitary Pads 100% Cotton Rash-Free,Plush,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Urban Essentials India Pvt Ltd,WH - Ambient,KnS,0
874392,Be Bodywise 4% Aha Bha Underarm Roll On Deodorant | Oudh Fragrance,Be Bodywise,Bath Body And Hair,"Perfumes, Deos And Talc",Roll Ons,Mosaic Wellness Private Limited,WH - Ambient,KnS,18
867466,Be Bodywise 4% Aha Bha Underarm Roll On Deodorant | Flora Fragrance,Be Bodywise,Bath Body And Hair,"Perfumes, Deos And Talc",Roll Ons,Mosaic Wellness Private Limited,WH - Ambient,KnS,18
600581,Be Bodywise 4% Aha Bha Underarm Roll On Deodorant | Fragrance Free |,Be Bodywise,Bath Body And Hair,"Perfumes, Deos And Talc",Roll Ons,Mosaic Wellness Private Limited,WH - Ambient,KnS,18
195098,The Derma Co. 2.5% Benzoyl Peroxide Gel Face Wash,The Derma Co,Bath Body And Hair,Face Wash And Scrub,Face Wash,Honasa Consumer Pvt Ltd,WH - Ambient,KnS,5
858048,Stylemake Enrich Hairline Powder Women & Men | Root Touch Up Grey Hair | Toppers | Cover-Up Powder - Black 4g,Stylemake,Bath Body And Hair,Hair Colour,Spray Hair Colour,Stylemake,WH - Ambient,KnS,18
307360,Indē Wild Champi Hair Oil,Indē Wild,Bath Body And Hair,Hair Oil And Serum,Functional Hair Oil,Inde Wild Private Limited,WH - Ambient,KnS,5
516722,Biluma Skin Brightening Cream,Biluma,Bath Body And Hair,Face Cream,Brightening Cream,Galderma India Pvt Ltd,WH - Ambient,KnS,5
678713,Love Beauty & Planet Argon Oil & Lavender Shampoo & Conditioner Gift Pack,Love Beauty & Planet,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Hindustan Unilever Limited,WH - Ambient,KnS,5
694806,Kiro Velvet Soufflé Soft Matte Liquid Lipstick - Rose Taupe,Kiro,Makeup,Lip Makeup,Lipsticks,Svah Cosmetics Pvt. Ltd.,WH - Ambient,KnS,18
699165,Kiro Velvet Soufflé Soft Matte Liquid Lipstick - Suede Rosewood,Kiro,Makeup,Lip Makeup,Lipsticks,Svah Cosmetics Pvt. Ltd.,WH - Ambient,KnS,18
447070,Kiro Velvet Soufflé Soft Matte Liquid Lipstick - Terra Rose,Kiro,Makeup,Lip Makeup,Lipsticks,Svah Cosmetics Pvt. Ltd.,WH - Ambient,KnS,18
136595,Vega Makeup Brush Set Of 7 Soft Bristles Cosmetic Brushes For Face & Eyes,Vega,Makeup,Makeup Brushes And Tools,Makeup Brushes,Vega Industries Pvt. Ltd.,WH - Ambient,KnS,18
298929,Coloressence Eyetastic Eyeliner & Mascara|Long Lasting Up To 12 Hours|Double Impact,Coloressence,Makeup,Eye Makeup,Eyeliner,Nature Magic World,WH - Cold,KnS,18
856572,Arata Sea Salt Hair Thickening Spray And Wet Look Hair Gel,Arata,Beauty And Grooming,Mens Grooming,Hair Styling,Slick Organics Private Limited,WH - Ambient,KnS,18
341923,Carlton London Opulence Box - Luminous Luxe,Carlton London,Bath Body And Hair,Gift Packs,Personal Care Gift,Carlton London,WH - Ambient,KnS,18
490220,Carlton London Soulmate Surprise Gift Box,Carlton London,Bath Body And Hair,Gift Packs,Personal Care Gift,Carlton London,WH - Ambient,KnS,18
633051,Dot & Key Ceramides & Hyaluronic Barrier Repair Moisturizer,Dot & Key,Beauty And Grooming,Beauty Accessories,Moisturising Cream,Dot & Key Wellness Private Limited,WH - Ambient,KnS,18
407156,"Dot & Key Meltie Lip Balm Spf 50+ Pa+++, Strawberry Glaze",Dot & Key,Beauty And Grooming,Face And Lip Care,Lip Balm,Dot & Key Wellness Private Limited,WH - Ambient,KnS,18
974987,"Dot & Key Cica + Niacinamide Oil-Free Moisturizer For Dark Spot, Oily, Sensitive",Dot & Key,Beauty And Grooming,Beauty Accessories,Moisturising Cream,Dot & Key Wellness Private Limited,WH - Ambient,KnS,18
286776,"Nat Habit Hibiscus Amla Hair Oil For Hair Growth, 100% Natural, Hibiscus Shampoo For Long & Thick Hair, 100% Natural, Sulphate & Paraben Free And Hibiscus Conditioner For Smooth & Silky Hair",Nat Habit,Bath Body And Hair,Hair Oil And Serum,Ayurvedic Hair Oil,Naturohabit Pvt. Ltd,WH - Ambient,KnS,5
141284,"Nat Habit Rosemary Shampoo For Hairfall Control-Sulphate Habit Anti-Hair Fall Rosemary Conditioner For Women & Men, Paraben-Free",Nat Habit,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Naturohabit Pvt. Ltd,WH - Ambient,KnS,18
304045,"Nat Habit Hibiscus Shampoo For Long & Thick Hair, 100% Natural, Sulphate & Paraben Free And Hibiscus Conditioner For Smooth & Silky Hair",Nat Habit,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Naturohabit Pvt. Ltd,WH - Ambient,KnS,18
692165,"Nat Habit Rosemary Hair Oil For Hairfall Control, Rosemary Shampoo For Hairfall Control-Sulphate Free And Anti-Hair Fall Rosemary Conditioner For Women & Men, Paraben-Free",Nat Habit,Bath Body And Hair,Hair Oil And Serum,Ayurvedic Hair Oil,Naturohabit Pvt. Ltd,WH - Ambient,KnS,18
960895,Tulips Cotton Ear Buds/ Swabs Paper,Tulips,Makeup,Makeup Brushes And Tools,Cotton Balls And Pads,Pichai Home Care,WH - Ambient,KnS,5
557619,Tulips Multicolor Cotton Balls,Tulips,Makeup,Makeup Brushes And Tools,Cotton Balls And Pads,Pichai Home Care,WH - Ambient,KnS,5
438856,Tulips White Cotton Ball,Tulips,Makeup,Makeup Brushes And Tools,Cotton Balls And Pads,Pichai Home Care,WH - Ambient,KnS,5
740895,Tulips Cotton Ear Buds/ Swabs paper In Box,Tulips,Makeup,Makeup Brushes And Tools,Cotton Balls And Pads,Pichai Home Care,WH - Ambient,KnS,5
663006,Axe Signtr Body Perfume Intense,Axe,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Unilever International,WH - Ambient,KnS,18
695969,"Vaseline Intensive Care Cocoa Radiant Body Oil, With100% Pure Cocoa Butter",Vaseline,Bath Body And Hair,Grooming Accessories,Body Oils,Unilever International,WH - Ambient,KnS,18
471486,"Vaseline Intensive Care Coconut Restore Body Oil, For Long-Lasting Radiant Glow",Vaseline,Bath Body And Hair,Grooming Accessories,Body Oils,Unilever International,WH - Ambient,KnS,18
778392,Rexona Powder Dry Underarm Roll-On Deodorant For Women,Rexona,Bath Body And Hair,"Perfumes, Deos And Talc",Talcum Powder,Unilever International,WH - Ambient,KnS,18
222623,Axe Signtr Body Perfume Mysterious,Axe,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Unilever International,WH - Ambient,KnS,18
440429,Irish Spring Charcoal Refresh Moisturizing Face + Body Wash,Irish Spring,Bath Body And Hair,Shower Gel,Body Wash,Food Square,WH - Ambient,KnS,18
100832,"Biolage Smoothproof Smooth Hair Kit – Shampoo, Conditioner",Biolage,Bath Body And Hair,Shampoo And Conditioner,Shampoo,L'oreal India Pvt Ltd,WH - Ambient,KnS,5
301650,Irish Spring Moisturebody Wash Reset,Irish Spring,Bath Body And Hair,Shower Gel,Body Wash,Food Square,WH - Ambient,KnS,18
535994,Faces Canada Nail Enamel Remover - Transparent 01 | Vitamin E & Faces Canada Ultime Pro Splash Nail Enamel - Floral Dream 56 Glossy,Faces Canada,Makeup,Nail Paints And Accessories,Nail Polish Remover,Faces Cosmetics India Pvt. Ltd,WH - Ambient,KnS,18
965259,Faces Canada Liquid Sindoor - Red & Liquid Sindoor - Maroon,Faces Canada,Makeup,Face Makeup,Sindoor,Faces Cosmetics India Pvt. Ltd,WH - Ambient,KnS,18
481875,Gillette Fusion Manual Shaving Blades For Men,Gillette,Beauty And Grooming,Shaving Needs,Cartridge,Procter & Gamble,WH - Ambient,KnS,18
709645,Bombay Shaving Company Shave Fitkari Bar And Bombay Shaving Company Flexi Stud Razor (Pack Of 5),Bombay Shaving Company,Beauty And Grooming,Shaving Needs,Shaving Kit,Visage Lines Personal Care Pvt. Ltd.,WH - Ambient,KnS,5
248986,Bombay Shaving Company Sensi Smart 3 Razor Cartridge,Bombay Shaving Company,Beauty And Grooming,Shaving Needs,Cartridge,Visage Lines Personal Care Pvt. Ltd.,WH - Ambient,KnS,5
557445,Bombay Shaving Company Shave Fitkari Bar And Bombay Shaving Company Sensi Smart 3 Razor,Bombay Shaving Company,Beauty And Grooming,Shaving Needs,Shaving Kit,Visage Lines Personal Care Pvt. Ltd.,WH - Ambient,KnS,5
649288,Bombae Post Shave Balm (Ice Jelly) And Bombae Reusable Face Razor,Bombae,Beauty And Grooming,Shaving Needs,After Shave Lotion,Visage Lines Personal Care Pvt. Ltd.,WH - Ambient,KnS,5
848192,Bombae Flexi Disposable Body Razor,Bombae,Beauty And Grooming,Hair Removal,Razor,Visage Lines Personal Care Pvt. Ltd.,WH - Ambient,KnS,5
800741,"Skinside Hydrogel Under Eye Patches With Hyaluronic, Niacinamide & Caffeine",Skinside,Beauty And Grooming,Eye Care,Under Eye Cream,Sri Jain Pharmacy,WH - Ambient,KnS,18
492179,Azah Midstream Pregnancy Test Kit | Rapid Single-Step Pregnancy Test | 99% Accurate Results In 3 Minutes | Set Of 1,Azah,Hygiene And Wellness,Basic Pharma,Pregnancy Test Kit,Ph91 Consumer Goods India Private Limited,WH - Ambient,KnS,5
208903,Bombay Shaving Company Perfume Little Beach,Bombay Shaving Company,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Visage Lines Personal Care Pvt. Ltd.,WH - Ambient,KnS,18
657691,Bombay Shaving Company Perfume Toxic Fruit,Bombay Shaving Company,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Visage Lines Personal Care Pvt. Ltd.,WH - Ambient,KnS,18
898591,Plum Calendula & 10% Vitamin C Barrier Boosting + Glow Serum | Boosts Glow,Plum,Bath Body And Hair,Serums,Face Serum,Pureplay Skin Sciences (India) Pvt. Ltd.,WH - Ambient,KnS,18
306616,Faces Canada Strobe Cc Tint Mini - Sunset Glaze 02| Bb/Cc Cream & Highlighter,Faces Canada,Makeup,Face Makeup,Cc Cream,Faces Cosmetics India Pvt. Ltd,WH - Ambient,KnS,18
864213,Faces Canada Strobe Cc Tint Mini - Paradise Vibes 01| Bb/Cc Cream & Highlighter,Faces Canada,Makeup,Face Makeup,Cc Cream,Faces Cosmetics India Pvt. Ltd,WH - Ambient,KnS,18
566209,Faces Canada Strobe Cc Tint Mini - Twilight Veil 03| Bb/Cc Cream & Highlighter,Faces Canada,Makeup,Face Makeup,Cc Cream,Faces Cosmetics India Pvt. Ltd,WH - Ambient,KnS,18
796107,Faces Canada Swipe & Shine Nail Polish Remover Wipes - Lemon| Quick & Effortless,Faces Canada,Makeup,Nail Paints And Accessories,Nail Polish Remover,Faces Cosmetics India Pvt. Ltd,WH - Ambient,KnS,5
503034,Blue Heaven Spookie But Pookie Makeup Sponge Powder Puff,Blue Heaven,Makeup,Makeup Brushes And Tools,Sponges And Beauty Blenders,Esme Consumer Pvt. Ltd.,WH - Ambient,KnS,5
137736,Enchanteur Bath & Body Gift Set,Enchanteur,Bath Body And Hair,Gift Packs,Personal Care Gift,Wipro Enterprises Pvt Ltd,WH - Ambient,KnS,18
493468,Envy Aqua Marine Long Lasting Roll-On Deodorant,Envy,Bath Body And Hair,"Perfumes, Deos And Talc",Deos,Hamilton Sciences Pvt Ltd,WH - Ambient,KnS,18
462135,Mcaffeine Guava Tini De-Tan Body Wash,Mcaffeine,Bath Body And Hair,Shower Gel,Body Wash,Pep Technologies Pvt. Ltd.,WH - Ambient,KnS,18
995244,Denver Pride Edp Perfume,Denver,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Hamilton Sciences Pvt Ltd,WH - Ambient,KnS,18
625663,Denver Caliber Edp Perfume,Denver,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Hamilton Sciences Pvt Ltd,WH - Ambient,KnS,18
300501,Denver Gentlemen Collection Magnus Perfume (For Men),Denver,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Hamilton Sciences Pvt Ltd,WH - Ambient,KnS,18
105041,Denver Hamilton And Pride Perfume Eau De Parfum (For Men),Denver,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Hamilton Sciences Pvt Ltd,WH - Ambient,KnS,5
611999,Denver Hamilton Exclusive Collection Gift Set (For Men),Denver,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Hamilton Sciences Pvt Ltd,WH - Ambient,KnS,5
323199,Palmer's Coconut Conditioning Oil Shampoo,Palmers,Bath Body And Hair,Shampoo And Conditioner,Conditioner,Food Square,WH - Ambient,KnS,5
444413,Bombay Shaving Company Desire Deodorant Spray And Bombay Shaving Company Noir Deodorant Spray,Bombay Shaving Company,Bath Body And Hair,"Perfumes, Deos And Talc",Deos,Visage Lines Personal Care Pvt. Ltd.,WH - Ambient,KnS,5
810257,Bombay Shaving Company Perfume Stamped & Scented Kit,Bombay Shaving Company,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Visage Lines Personal Care Pvt. Ltd.,WH - Ambient,KnS,18
908823,"Puramio Rose Water, Pack Of 2(500ml Each)",Puramio,Bath Body And Hair,Face And Lip Care,Face Care,Puramio India Private Limited,WH - Ambient,KnS,18
307582,Tresemme Keratin Smooth Hair Mask With Argan Oil,Tresemme,Bath Body And Hair,Shampoo And Conditioner,Hair Mask,Hindustan Unilever Limited,WH - Ambient,KnS,18
548872,L'oreal Paris Casting Crème Gloss Alia's Favourite Shade,L'oreal Paris,Beauty And Grooming,Hair Colour,Creme Hair Colour,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
113178,L'oreal Paris Casting Crème Gloss Hair Color With Glycolic Gloss Complex |Alia's Favourite Shade,L'oreal Paris,Beauty And Grooming,Hair Colour,Creme Hair Colour,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
563775,Gn 1917 Blue Serenity - Premium Eau De Parfume,Gn 1917,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Tprg Fragrances Private Limited,WH - Ambient,KnS,18
401659,Gn 1917 Green Harmony - Premium Eau De Parfume,Gn 1917,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Tprg Fragrances Private Limited,WH - Ambient,KnS,18
312338,"Volini Headache Relief Roll-On| Instant, Non-Greasy Relief",Volini,Hygiene And Wellness,Wound Care And Pain Relief,Topical Pain Relief,Sun Pharmaceutical Industries Ltd.,WH - Ambient,KnS,5
387501,Pee Safe Toilet Seat Sanitizer Spray (Lavender),Pee Safe,Hygiene And Wellness,Feminine Hygiene,Intimate Wipes And Wash,Redcliffe Hygiene Private Limited,WH - Ambient,KnS,18
954525,Pee Safe Toilet Seat Sanitizer Spray (Mint),Pee Safe,Hygiene And Wellness,Feminine Hygiene,Intimate Wipes And Wash,Redcliffe Hygiene Private Limited,WH - Ambient,KnS,18
652489,"Enn Beauty Shringar Kit ( Lipstick, Nail Paint, Mehndi, Bindi & Sindoor )",Enn Beauty,Makeup,Gift Set,Makeup Kit,Nvikk Beauty Private Limited,WH - Ambient,KnS,18
509291,Prolume Nail Filer 2-In-1 Manicure & Pedicure Tool,Prolume,Makeup,Makeup Brushes And Tools,Nail Filer,Redroomtechnology Private Limited,WH - Ambient,KnS,18
180068,Plum Bodylovin' Pocket Diary Perfume Discovery Set,Plum,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Pureplay Skin Sciences (India) Pvt. Ltd.,WH - Ambient,KnS,18
684755,French Essence Deodorant And Perfume Combo For Women Gift Set For Her,French Essence,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Spectra Care Pvt Ltd,WH - Ambient,KnS,18
894956,French Essence Luxury Charm & Triumph Perfume Gift Set Eau De Parfum,French Essence,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Spectra Care Pvt Ltd,WH - Ambient,KnS,18
447343,French Essence Deodorant And Perfume Combo For Men Gift Set For Him,French Essence,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Spectra Care Pvt Ltd,WH - Ambient,KnS,18
869634,French Essence Luxury Bloom & Oud Perfume Gift Set Eau De Parfum,French Essence,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Spectra Care Pvt Ltd,WH - Ambient,KnS,18
423189,Bare Necessities Diwali Gratitude Gift Set For Men & Women | Festive Gift Box,Bare Necessities,Bath Body And Hair,Gift Packs,Personal Care Gift,Bare Necessities Zero Waste Solutions Pvt Ltd,WH - Ambient,KnS,5
122976,Bare Necessities Diwali Joyful Celebration Gift Set | Premium Brown & Gold Gift Box,Bare Necessities,Bath Body And Hair,Gift Packs,Personal Care Gift,Bare Necessities Zero Waste Solutions Pvt Ltd,WH - Ambient,KnS,5
896255,"Maybelline New York Sunkisser Hazy Matte Blush,12h Sunkissed Cheeks, Hot Sunset",Maybelline New York,Makeup,Face Makeup,Blush,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
901708,"Maybelline New York Sunkisser Hazy Matte Blush,12h Sunkissed Cheeks, Coastal Crush",Maybelline New York,Makeup,Face Makeup,Blush,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
519896,"Maybelline New York Sunkisser Hazy Matte Blush,12h Sunkissed Cheeks, Rose Burst",Maybelline New York,Makeup,Face Makeup,Blush,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
832212,Tnw The Natural Wash Longstay Powdery Mousse Semi Matte Lipstick Main Character - 02 Nude,Tnw The Natural Wash,Makeup,Lip Makeup,Lipsticks,Mpg Brands Private Limited,WH - Ambient,KnS,18
669749,Tnw The Natural Wash Longstay Powdery Mousse Semi Matte Lipstick Top Notch - 01 Light Nude,Tnw The Natural Wash,Makeup,Lip Makeup,Lipsticks,Mpg Brands Private Limited,WH - Ambient,KnS,18
335156,Faces Canada Ultime Pro Splash Mini Nail Combo Pink Pop,Faces Canada,Makeup,Nail Paints And Accessories,Nail Polish,Faces Cosmetics India Pvt. Ltd,WH - Ambient,KnS,18
699127,Faces Canada Ultime Pro Splash Mini Nail Combo Pastel Paradise,Faces Canada,Makeup,Nail Paints And Accessories,Nail Polish,Faces Cosmetics India Pvt. Ltd,WH - Ambient,KnS,18
